index,word,ort,pho,wf,wn_idx,adjusted_wf
3166,off,___o_ff___,__af___,29901.0,3370.0,29901.0
3167,oft,___o_ft___,__aft__,97.0,3371.0,97.0
3168,ohm,___o_hm___,__om___,4.0,3372.0,4.0
3169,ohms,___o_hms__,__omz__,0.0,3373.0,0.0
3170,oil,___oil____,__Ol___,29148.0,3374.0,29148.0
3171,oils,___oils___,__Olz__,227.0,3375.0,227.0
3172,old,___o_ld___,__old__,15780.0,3376.0,15780.0
3173,ole,___o_le___,__ol___,34.0,3377.0,34.0
3174,on,___o_n____,__an___,282490.0,3378.0,282490.0
3175,once,___o_nce__,_w^ns__,10429.0,3379.0,10429.0
3176,oops,___oops___,__ups__,24.0,3380.0,24.0
3177,ooze,___ooze___,__uz___,12.0,3381.0,12.0
3178,or,___o_r____,__or___,130913.0,3383.0,130913.0
3179,orange,___o_range,__ornJ_,1158.0,3384.0,1158.0
3180,orb,___o_rb___,__orb__,11.0,3385.0,11.0
3181,orbs,___o_rbs__,__orbz_,0.0,3386.0,0.0
3182,ore,___o_re___,__or___,1146.0,3387.0,1146.0
3183,ores,___o_res__,__orz__,13.0,3388.0,13.0
3184,ouch,___ouch___,__WC___,7.0,3389.0,7.0
3185,ought,___ought__,__at___,1236.0,3390.0,1236.0
3186,ounce,___ounce__,__Wns__,2647.0,3391.0,2647.0
3187,our,___our____,__Wr___,24885.0,3392.0,24885.0
3188,oust,___oust___,__Wst__,388.0,3393.0,388.0
3189,ousts,___ousts__,__Wsts_,2.0,3394.0,2.0
3190,out,___out____,__Wt___,57860.0,3395.0,57860.0
3191,owe,___owe____,__o____,378.0,3396.0,378.0
3192,owed,___owed___,__od___,1115.0,3397.0,1115.0
3193,owes,___owes___,__oz___,582.0,3398.0,582.0
3194,owl,___owl____,__Wl___,43.0,3399.0,43.0
3195,owls,___owls___,__Wlz__,10.0,3400.0,10.0
3196,own,___own____,__on___,23323.0,3401.0,23323.0
3197,owned,___owned__,__ond__,8875.0,3402.0,8875.0
3198,owns,___owns___,__onz__,6371.0,3403.0,6371.0
3199,ox,___o_x____,__aks__,19.0,3404.0,19.0
3200,pa,__pa______,_pa____,2298.0,3405.0,2298.0
3201,pace,__pa_ce___,_pes___,3295.0,3406.0,3295.0
3202,pack,__pa_ck___,_p@k___,568.0,3407.0,568.0
3203,packed,__pa_cked_,_p@kt__,399.0,3408.0,399.0
3204,packs,__pa_cks__,_p@ks__,154.0,3409.0,154.0
3205,pact,__pa_ct___,_p@kt__,3843.0,3410.0,3843.0
3206,pacts,__pa_cts__,_p@kts_,254.0,3411.0,254.0
3207,pad,__pa_d____,_p@d___,171.0,3412.0,171.0
3208,pads,__pa_ds___,_p@dz__,78.0,3413.0,78.0
3209,page,__pa_ge___,_peJ___,3246.0,3414.0,3246.0
3210,paid,__paid____,_ped___,11077.0,3415.0,11077.0
3211,pail,__pail____,_pel___,19.0,3416.0,19.0
3212,pails,__pails___,_pelz__,6.0,3417.0,6.0
3213,pain,__pain____,_pen___,932.0,3418.0,932.0
3214,pains,__pains___,_penz__,252.0,3419.0,252.0
3215,paint,__paint___,_pent__,670.0,3420.0,670.0
3216,paints,__paints__,_pents_,186.0,3421.0,186.0
3217,pair,__pair____,_pEr___,650.0,3422.0,650.0
3218,pairs,__pairs___,_pErz__,150.0,3423.0,150.0
3219,pal,__pa_l____,_p@l___,71.0,3424.0,71.0
3220,pale,__pa_le___,_pel___,182.0,3425.0,182.0
3221,pall,__pa_ll___,_pal___,157.0,3426.0,157.0
3222,palls,__pa_lls__,_palz__,2.0,3427.0,2.0
3223,palm,__pa_lm___,_pam___,598.0,3428.0,598.0
3224,palms,__pa_lms__,_pamz__,40.0,3429.0,40.0
3225,pals,__pa_ls___,_p@lz__,73.0,3430.0,73.0
3226,pan,__pa_n____,_p@n___,2920.0,3431.0,2920.0
3227,pane,__pa_ne___,_pen___,5.0,3432.0,5.0
3228,panes,__pa_nes__,_penz__,9.0,3433.0,9.0
3229,pang,__pa_ng___,_p@ng__,14.0,3434.0,14.0
3230,pangs,__pa_ngs__,_p@ngz_,8.0,3435.0,8.0
3231,pans,__pa_ns___,_p@nz__,47.0,3436.0,47.0
3232,pant,__pa_nt___,_p@nt__,9.0,3437.0,9.0
3233,pants,__pa_nts__,_p@nts_,237.0,3438.0,79.0
3234,pants,__pa_nts__,_p@nts_,237.0,3439.0,79.0
3235,pants,__pa_nts__,_p@nts_,237.0,3440.0,79.0
3236,pap,__pa_p____,_p@p___,236.0,3441.0,236.0
3237,par,__pa_r____,_par___,2091.0,3443.0,2091.0
3238,parch,__pa_rch__,_parC__,0.0,3444.0,0.0
3239,parched,__pa_rched,_parCt_,47.0,3445.0,47.0
3240,pare,__pa_re___,_pEr___,234.0,3446.0,234.0
3241,pared,__pa_red__,_pErd__,196.0,3447.0,196.0
3242,pares,__pa_res__,_pErz__,15.0,3448.0,15.0
3243,park,__pa_rk___,_park__,3292.0,3449.0,3292.0
3244,parks,__pa_rks__,_parks_,603.0,3450.0,603.0
3245,pars,__pa_rs___,_parz__,23.0,3451.0,23.0
3246,parse,__pa_rse__,_pars__,2.0,3452.0,2.0
3247,part,__pa_rt___,_part__,24504.0,3453.0,24504.0
3248,parts,__pa_rts__,_parts_,7732.0,3454.0,7732.0
3249,pass,__pa_ss___,_p@s___,2258.0,3456.0,2258.0
3250,passed,__pa_ssed_,_p@st__,3994.0,3457.0,3994.0
3251,past,__pa_st___,_p@st__,19361.0,3458.0,19361.0
3252,paste,__pa_ste__,_pest__,57.0,3459.0,57.0
3253,pastes,__pa_stes_,_pests_,8.0,3460.0,8.0
3254,pasts,__pa_sts__,_p@sts_,5.0,3461.0,5.0
3255,pat,__pa_t____,_p@t___,711.0,3462.0,711.0
3256,patch,__pa_tch__,_p@tC__,465.0,3463.0,465.0
3257,path,__pa_th___,_p@T___,866.0,3466.0,866.0
3258,paths,__pa_ths__,_p@Dz__,119.0,3467.0,119.0
3259,pats,__pa_ts___,_p@ts__,16.0,3468.0,16.0
3260,paunch,__paunch__,_panC__,4.0,3469.0,4.0
3261,pause,__pause___,_paz___,253.0,3470.0,253.0
3262,paused,__paused__,_pazd__,53.0,3471.0,53.0
3263,pave,__pa_ve___,_pev___,171.0,3472.0,171.0
3264,paved,__pa_ved__,_pevd__,140.0,3473.0,140.0
3265,paves,__pa_ves__,_pevz__,61.0,3474.0,61.0
3266,paw,__paw_____,_pa____,20.0,3475.0,20.0
3267,pawn,__pawn____,_pan___,86.0,3477.0,86.0
3268,pawns,__pawns___,_panz__,27.0,3478.0,27.0
3269,paws,__paws____,_paz___,13.0,3479.0,13.0
3270,pay,__pay_____,_pe____,21327.0,3480.0,21327.0
3271,pays,__pays____,_pez___,1311.0,3481.0,1311.0
3272,pea,__pea_____,_pi____,15.0,3482.0,15.0
3273,peace,__peace___,_pis___,3552.0,3483.0,3552.0
3274,peach,__peach___,_piC___,258.0,3484.0,258.0
3275,peak,__peak____,_pik___,1769.0,3485.0,1769.0
3276,peaks,__peaks___,_piks__,207.0,3486.0,207.0
3277,peal,__peal____,_pil___,2.0,3487.0,2.0
3278,peals,__peals___,_pilz__,4.0,3488.0,4.0
3279,pear,__pear____,_pEr___,39.0,3489.0,39.0
3280,pearl,__pearl___,_p^rl__,198.0,3490.0,198.0
3281,pearls,__pearls__,_p^rlz_,27.0,3491.0,27.0
3282,pears,__pears___,_pErz__,18.0,3492.0,18.0
3283,peas,__peas____,_piz___,42.0,3493.0,42.0
3284,peat,__peat____,_pit___,697.0,3494.0,697.0
3285,peats,__peats___,_pits__,0.0,3495.0,0.0
3286,peck,__pe_ck___,_pEk___,225.0,3496.0,225.0
3287,pecked,__pe_cked_,_pEkt__,5.0,3497.0,5.0
3288,pecks,__pe_cks__,_pEks__,3.0,3498.0,3.0
3289,pee,__pee_____,_pi____,24.0,3499.0,24.0
3290,peed,__peed____,_pid___,0.0,3500.0,0.0
3291,peek,__peek____,_pik___,75.0,3501.0,75.0
3292,peeked,__peeked__,_pikt__,6.0,3502.0,6.0
3293,peeks,__peeks___,_piks__,13.0,3503.0,13.0
3294,peel,__peel____,_pil___,38.0,3504.0,38.0
3295,peeled,__peeled__,_pild__,25.0,3505.0,25.0
3296,peels,__peels___,_pilz__,10.0,3506.0,10.0
3297,peep,__peep____,_pip___,26.0,3507.0,26.0
3298,peeps,__peeps___,_pips__,1.0,3508.0,1.0
3299,peer,__peer____,_pir___,258.0,3509.0,258.0
3300,peered,__peered__,_pird__,20.0,3510.0,20.0
3301,peers,__peers___,_pirz__,285.0,3511.0,285.0
3302,pees,__pees____,_piz___,1.0,3512.0,1.0
3303,peeve,__peeve___,_piv___,5.0,3513.0,5.0
3304,peg,__pe_g____,_pEg___,96.0,3514.0,96.0
3305,pegs,__pe_gs___,_pEgz__,30.0,3515.0,30.0
3306,pelt,__pe_lt___,_pElt__,7.0,3518.0,7.0
3307,pelts,__pe_lts__,_pElts_,14.0,3519.0,14.0
3308,pen,__pe_n____,_pEn___,308.0,3520.0,308.0
3309,pens,__pe_ns___,_pEnz__,105.0,3521.0,105.0
3310,perch,__pe_rch__,_p^rC__,54.0,3522.0,54.0
3311,perched,__pe_rched,_p^rCt_,86.0,3523.0,86.0
3312,perk,__pe_rk___,_p^rk__,77.0,3524.0,77.0
3313,perks,__pe_rks__,_p^rks_,132.0,3525.0,132.0
3314,pert,__pe_rt___,_p^rt__,26.0,3526.0,26.0
3315,pest,__pe_st___,_pEst__,71.0,3527.0,71.0
3316,pests,__pe_sts__,_pEsts_,68.0,3528.0,68.0
3317,pet,__pe_t____,_pEt___,505.0,3529.0,505.0
3318,pets,__pe_ts___,_pEts__,111.0,3530.0,111.0
3319,pew,__pew_____,_pY____,14.0,3531.0,14.0
3320,pews,__pews____,_pYz___,18.0,3532.0,18.0
3321,phage,_pha_ge___,_feJ___,0.0,3533.0,0.0
3322,phase,_pha_se___,_fez___,1431.0,3534.0,1431.0
3323,phlegm,phle_gm___,flEm___,6.0,3536.0,6.0
3324,phone,_pho_ne___,_fon___,4578.0,3538.0,4578.0
3325,phones,_pho_nes__,_fonz__,553.0,3539.0,553.0
3326,phrase,phra_se___,frez___,430.0,3540.0,430.0
3327,pi,__pi______,_pA____,38.0,3541.0,38.0
3328,pick,__pi_ck___,_pIk___,1905.0,3542.0,1905.0
3329,picked,__pi_cked_,_pIkt__,1513.0,3543.0,1513.0
3330,picks,__pi_cks__,_pIks__,435.0,3544.0,435.0
3331,pie,__pie_____,_pA____,326.0,3545.0,326.0
3332,piece,__piece___,_pis___,1850.0,3546.0,1850.0
3333,pier,__pier____,_pir___,220.0,3547.0,220.0
3334,pierce,__pierce__,_pirs__,554.0,3548.0,554.0
3335,pierced,__pierced_,_pirst_,36.0,3549.0,36.0
3336,piers,__piers___,_pirz__,38.0,3550.0,38.0
3337,pies,__pies____,_pAz___,55.0,3551.0,55.0
3338,pig,__pi_g____,_pIg___,200.0,3552.0,200.0
3339,pigs,__pi_gs___,_pIgz__,236.0,3553.0,236.0
3340,pike,__pi_ke___,_pAk___,91.0,3554.0,91.0
3341,pikes,__pi_kes__,_pAks__,1.0,3555.0,1.0
3342,pile,__pi_le___,_pAl___,299.0,3556.0,299.0
3343,piled,__pi_led__,_pAld__,174.0,3557.0,174.0
3344,piles,__pi_les__,_pAlz__,114.0,3558.0,114.0
3345,pill,__pi_ll___,_pIl___,1330.0,3559.0,1330.0
3346,pills,__pi_lls__,_pIlz__,326.0,3560.0,326.0
3347,pimp,__pi_mp___,_pImp__,18.0,3561.0,18.0
3348,pimps,__pi_mps__,_pImps_,15.0,3562.0,15.0
3349,pin,__pi_n____,_pIn___,219.0,3563.0,219.0
3350,pinch,__pi_nch__,_pInC__,160.0,3564.0,160.0
3351,pinched,__pi_nched,_pInCt_,69.0,3565.0,69.0
3352,pine,__pi_ne___,_pAn___,207.0,3566.0,207.0
3353,pines,__pi_nes__,_pAnz__,54.0,3567.0,54.0
3354,ping,__pi_ng___,_pIng__,48.0,3568.0,48.0
3355,pinged,__pi_nged_,_pIngd_,0.0,3569.0,0.0
3356,pings,__pi_ngs__,_pIngz_,0.0,3570.0,0.0
3357,pink,__pi_nk___,_pInk__,414.0,3571.0,414.0
3358,pins,__pi_ns___,_pInz__,101.0,3572.0,101.0
3359,pint,__pi_nt___,_pAnt__,49.0,3573.0,49.0
3360,pints,__pi_nts__,_pAnts_,19.0,3574.0,19.0
3361,pipe,__pi_pe___,_pAp___,638.0,3575.0,638.0
3362,pipes,__pi_pes__,_pAps__,212.0,3576.0,212.0
3363,pis,__pi_s____,_pAz___,0.0,3578.0,0.0
3364,piss,__pi_ss___,_pIs___,8.0,3579.0,8.0
3365,pit,__pi_t____,_pIt___,759.0,3580.0,759.0
3366,pitch,__pi_tch__,_pItC__,644.0,3581.0,644.0
3367,pith,__pi_th___,_pIT___,10.0,3582.0,10.0
3368,piths,__pi_ths__,_pITs__,0.0,3583.0,0.0
3369,pits,__pi_ts___,_pIts__,397.0,3584.0,397.0
3370,place,_pla_ce___,ples___,9034.0,3585.0,9034.0
3371,plague,_pla_gue__,pleg___,167.0,3587.0,167.0
3372,plagued,_pla_gued_,plegd__,723.0,3588.0,723.0
3373,plagues,_pla_gues_,plegz__,44.0,3589.0,44.0
3374,plaid,_plaid____,pl@d___,39.0,3590.0,39.0
3375,plaids,_plaids___,pl@dz__,3.0,3591.0,3.0
3376,plain,_plain____,plen___,593.0,3592.0,593.0
3377,plaint,_plaint___,plent__,1.0,3593.0,1.0
3378,plan,_pla_n____,pl@n___,27353.0,3594.0,27353.0
3379,plane,_pla_ne___,plen___,2252.0,3595.0,2252.0
3380,planes,_pla_nes__,plenz__,2164.0,3596.0,2164.0
3381,plank,_pla_nk___,pl@nk__,66.0,3597.0,66.0
3382,planks,_pla_nks__,pl@nks_,37.0,3598.0,37.0
3383,plans,_pla_ns___,pl@nz__,22972.0,3599.0,22972.0
3384,plant,_pla_nt___,pl@nt__,13641.0,3600.0,13641.0
3385,plants,_pla_nts__,pl@nts_,6163.0,3601.0,6163.0
3386,plaque,_pla_que__,pl@k___,104.0,3602.0,104.0
3387,plaques,_pla_ques_,pl@ks__,34.0,3603.0,34.0
3388,plate,_pla_te___,plet___,428.0,3604.0,428.0
3389,plates,_pla_tes__,plets__,179.0,3605.0,179.0
3390,play,_play_____,ple____,5077.0,3606.0,5077.0
3391,played,_played___,pled___,2605.0,3607.0,2605.0
3392,plays,_plays____,plez___,1390.0,3608.0,1390.0
3393,plea,_plea_____,pli____,813.0,3609.0,813.0
3394,pleach,_pleach___,pliC___,0.0,3610.0,0.0
3395,plead,_plead____,plid___,471.0,3611.0,471.0
3396,pleads,_pleads___,plidz__,0.0,3612.0,0.0
3397,pleas,_pleas____,pliz___,332.0,3613.0,332.0
3398,please,_please___,pliz___,539.0,3614.0,539.0
3399,pleased,_pleased__,plizd__,1312.0,3615.0,1312.0
3400,pleat,_pleat____,plit___,0.0,3616.0,0.0
3401,pleats,_pleats___,plits__,5.0,3617.0,5.0
3402,pled,_ple_d____,plEd___,11.0,3619.0,11.0
3403,pledge,_ple_dge__,plEJ___,848.0,3620.0,848.0
3404,plied,_plied____,plAd___,16.0,3621.0,16.0
3405,plies,_plies____,plAz___,4.0,3622.0,4.0
3406,plight,_pli_ght__,plAt___,321.0,3623.0,321.0
3407,plights,_pli_ghts_,plAts__,3.0,3624.0,3.0
3408,plod,_plo_d____,plad___,9.0,3626.0,9.0
3409,plop,_plo_p____,plap___,14.0,3627.0,14.0
3410,plopped,_plo_pped_,plapt__,15.0,3628.0,15.0
3411,plops,_plo_ps___,plaps__,2.0,3629.0,2.0
3412,plot,_plo_t____,plat___,549.0,3630.0,549.0
3413,plots,_plo_ts___,plats__,140.0,3631.0,140.0
3414,plough,_plough___,plW____,190.0,3632.0,190.0
3415,plow,_plow_____,plW____,90.0,3633.0,90.0
3416,plowed,_plowed___,plWd___,62.0,3634.0,62.0
3417,plows,_plows____,plWz___,34.0,3635.0,34.0
3418,ploy,_ploy_____,plO____,250.0,3636.0,250.0
3419,pluck,_plu_ck___,pl^k___,36.0,3637.0,36.0
3420,plucked,_plu_cked_,pl^kt__,60.0,3638.0,60.0
3421,plucks,_plu_cks__,pl^ks__,15.0,3639.0,15.0
3422,plug,_plu_g____,pl^g___,322.0,3640.0,322.0
3423,plugs,_plu_gs___,pl^gz__,48.0,3641.0,48.0
3424,plum,_plu_m____,pl^m___,155.0,3642.0,155.0
3425,plume,_plu_me___,plum___,24.0,3643.0,24.0
3426,plumes,_plu_mes__,plumz__,18.0,3644.0,18.0
3427,plump,_plu_mp___,pl^mp__,57.0,3645.0,57.0
3428,plums,_plu_ms___,pl^mz__,18.0,3646.0,18.0
3429,plunge,_plu_nge__,pl^nJ__,1841.0,3647.0,1841.0
3430,plunged,_plu_nged_,pl^nJd_,1946.0,3648.0,1946.0
3431,plunk,_plu_nk___,pl^nk__,24.0,3649.0,24.0
3432,plunked,_plu_nked_,pl^nkt_,38.0,3650.0,38.0
3433,plunks,_plu_nks__,pl^nks_,3.0,3651.0,3.0
3434,plus,_plu_s____,pl^s___,5219.0,3652.0,5219.0
3435,plush,_plu_sh___,pl^S___,82.0,3653.0,82.0
3436,ply,_ply______,plA____,104.0,3654.0,104.0
3437,poach,__poach___,_poC___,6.0,3656.0,6.0
3438,poached,__poached_,_poCt__,20.0,3657.0,20.0
3439,pock,__po_ck___,_pak___,5.0,3658.0,5.0
3440,pod,__po_d____,_pad___,13.0,3659.0,13.0
3441,pods,__po_ds___,_padz__,42.0,3660.0,42.0
3442,point,__point___,_pOnt__,14445.0,3661.0,14445.0
3443,points,__points__,_pOnts_,11712.0,3662.0,11712.0
3444,poise,__poise___,_pOz___,12.0,3663.0,12.0
3445,poke,__po_ke___,_pok___,72.0,3664.0,72.0
3446,poked,__po_ked__,_pokt__,28.0,3665.0,28.0
3447,pokes,__po_kes__,_poks__,28.0,3666.0,28.0
3448,pole,__po_le___,_pol___,219.0,3667.0,219.0
3449,poles,__po_les__,_polz__,317.0,3668.0,317.0
3450,poll,__po_ll___,_pol___,1615.0,3669.0,1615.0
3451,polled,__po_lled_,_pold__,345.0,3670.0,345.0
3452,polls,__po_lls__,_polz__,1330.0,3671.0,1330.0
3453,pomp,__po_mp___,_pamp__,17.0,3673.0,17.0
3454,pomps,__po_mps__,_pamps_,0.0,3674.0,0.0
3455,pond,__po_nd___,_pand__,116.0,3676.0,116.0
3456,ponds,__po_nds__,_pandz_,49.0,3677.0,49.0
3457,pooch,__pooch___,_puC___,10.0,3681.0,10.0
3458,poof,__poof____,_puf___,18.0,3682.0,18.0
3459,pool,__pool____,_pul___,1326.0,3683.0,1326.0
3460,pools,__pools___,_pulz__,448.0,3684.0,448.0
3461,poop,__poop____,_pup___,9.0,3685.0,9.0
3462,poops,__poops___,_pups__,0.0,3686.0,0.0
3463,poor,__poor____,_por___,4247.0,3687.0,4247.0
3464,pop,__po_p____,_pap___,710.0,3689.0,710.0
3465,pope,__po_pe___,_pop___,558.0,3690.0,558.0
3466,popes,__po_pes__,_pops__,2.0,3691.0,2.0
3467,popped,__po_pped_,_papt__,95.0,3692.0,95.0
3468,pops,__po_ps___,_paps__,110.0,3693.0,110.0
3469,porch,__po_rch__,_porC__,65.0,3694.0,65.0
3470,pore,__po_re___,_por___,36.0,3695.0,36.0
3471,pores,__po_res__,_porz__,24.0,3696.0,24.0
3472,pork,__po_rk___,_pork__,957.0,3697.0,957.0
3473,porks,__po_rks__,_porks_,0.0,3698.0,0.0
3474,porn,__po_rn___,_porn__,179.0,3699.0,179.0
3475,port,__po_rt___,_port__,1049.0,3701.0,1049.0
3476,ports,__po_rts__,_ports_,269.0,3702.0,269.0
3477,pose,__po_se___,_poz___,722.0,3703.0,722.0
3478,posed,__po_sed__,_pozd__,429.0,3704.0,429.0
3479,posh,__po_sh___,_paS___,110.0,3705.0,110.0
3480,post,__po_st___,_post__,9744.0,3706.0,9744.0
3481,posts,__po_sts__,_posts_,1318.0,3707.0,1318.0
3482,pot,__po_t____,_pat___,287.0,3708.0,287.0
3483,pots,__po_ts___,_pats__,82.0,3709.0,82.0
3484,pouch,__pouch___,_pWC___,22.0,3710.0,22.0
3485,pounce,__pounce__,_pWns__,28.0,3711.0,28.0
3486,pound,__pound___,_pWnd__,3501.0,3712.0,3501.0
3487,pounds,__pounds__,_pWndz_,1836.0,3713.0,1836.0
3488,pour,__pour____,_por___,217.0,3714.0,217.0
3489,poured,__poured__,_pWrd__,318.0,3715.0,318.0
3490,pours,__pours___,_porz__,46.0,3716.0,46.0
3491,pout,__pout____,_pWt___,4.0,3717.0,4.0
3492,pouts,__pouts___,_pWts__,2.0,3718.0,2.0
3493,pox,__po_x____,_paks__,16.0,3719.0,16.0
3494,praise,_praise___,prez___,537.0,3720.0,537.0
3495,praised,_praised__,prezd__,672.0,3721.0,672.0
3496,prance,_pra_nce__,pr@ns__,4.0,3724.0,4.0
3497,pranced,_pra_nced_,pr@nst_,3.0,3725.0,3.0
3498,prank,_pra_nk___,pr@nk__,24.0,3726.0,24.0
3499,pranks,_pra_nks__,pr@nks_,19.0,3727.0,19.0
3500,prawn,_prawn____,pran___,10.0,3729.0,10.0
3501,pray,_pray_____,pre____,102.0,3730.0,102.0
3502,prayed,_prayed___,pred___,30.0,3731.0,30.0
3503,prayer,_prayer___,prEr___,251.0,3732.0,251.0
3504,prayers,_prayers__,prErz__,64.0,3733.0,64.0
3505,prays,_prays____,prez___,15.0,3734.0,15.0
3506,preach,_preach___,priC___,60.0,3735.0,60.0
3507,preached,_preached_,priCt__,51.0,3736.0,51.0
3508,preen,_preen____,prin___,5.0,3737.0,5.0
3509,preened,_preened__,prind__,4.0,3738.0,4.0
3510,preens,_preens___,prinz__,2.0,3739.0,2.0
3511,prep,_pre_p____,prEp___,54.0,3740.0,54.0
3512,preps,_pre_ps___,prEps__,0.0,3741.0,0.0
3513,press,_pre_ss___,prEs___,6238.0,3742.0,6238.0
3514,prey,_prey_____,pre____,173.0,3743.0,173.0
3515,preys,_preys____,prez___,5.0,3744.0,5.0
3516,price,_pri_ce___,prAs___,39893.0,3745.0,39893.0
3517,prick,_pri_ck___,prIk___,8.0,3746.0,8.0
3518,pricked,_pri_cked_,prIkt__,7.0,3747.0,7.0
3519,pricks,_pri_cks__,prIks__,10.0,3748.0,10.0
3520,pride,_pri_de___,prAd___,710.0,3749.0,710.0
3521,prides,_pri_des__,prAdz__,67.0,3750.0,67.0
3522,pried,_pried____,prAd___,21.0,3751.0,21.0
3523,pries,_pries____,prAz___,5.0,3752.0,5.0
3524,priest,_priest___,prist__,317.0,3753.0,317.0
3525,priests,_priests__,prists_,180.0,3754.0,180.0
3526,prim,_pri_m____,prIm___,19.0,3756.0,19.0
3527,prime,_pri_me___,prAm___,7209.0,3757.0,7209.0
3528,primp,_pri_mp___,prImp__,2.0,3758.0,2.0
3529,primped,_pri_mped_,prImpt_,0.0,3759.0,0.0
3530,primps,_pri_mps__,prImps_,0.0,3760.0,0.0
3531,prince,_pri_nce__,prIns__,593.0,3761.0,593.0
3532,print,_pri_nt___,prInt__,1022.0,3763.0,1022.0
3533,prints,_pri_nts__,prInts_,252.0,3764.0,252.0
3534,prize,_pri_ze___,prAz___,882.0,3766.0,882.0
3535,pro,_pro______,pro____,2092.0,3767.0,2092.0
3536,probe,_pro_be___,prob___,1040.0,3768.0,1040.0
3537,probed,_pro_bed__,probd__,26.0,3769.0,26.0
3538,probes,_pro_bes__,probz__,234.0,3770.0,234.0
3539,prod,_pro_d____,prad___,134.0,3771.0,134.0
3540,prods,_pro_ds___,pradz__,15.0,3772.0,15.0
3541,prom,_pro_m____,pram___,23.0,3774.0,23.0
3542,prompt,_pro_mpt__,prampt_,811.0,3775.0,811.0
3543,prone,_pro_ne___,pron___,291.0,3776.0,291.0
3544,prong,_pro_ng___,prang__,5.0,3777.0,5.0
3545,proof,_proof____,pruf___,795.0,3778.0,795.0
3546,proofs,_proofs___,prufs__,24.0,3779.0,24.0
3547,prop,_pro_p____,prap___,476.0,3780.0,476.0
3548,props,_pro_ps___,praps__,83.0,3781.0,83.0
3549,pros,_pro_s____,proz___,252.0,3782.0,252.0
3550,prose,_pro_se___,proz___,157.0,3783.0,157.0
3551,proud,_proud____,prWd___,565.0,3784.0,565.0
3552,prove,_pro_ve___,pruv___,2458.0,3785.0,2458.0
3553,proved,_pro_ved__,pruvd__,1700.0,3786.0,1700.0
3554,proves,_pro_ves__,pruvz__,305.0,3787.0,305.0
3555,prow,_prow_____,prW____,1.0,3788.0,1.0
3556,prowl,_prowl____,prWl___,59.0,3789.0,59.0
3557,prowled,_prowled__,prWld__,3.0,3790.0,3.0
3558,prowls,_prowls___,prWlz__,3.0,3791.0,3.0
3559,prows,_prows____,prWz___,2.0,3792.0,2.0
3560,prude,_pru_de___,prud___,6.0,3793.0,6.0
3561,prune,_pru_ne___,prun___,42.0,3794.0,42.0
3562,prunes,_pru_nes__,prunz__,4.0,3795.0,4.0
3563,pry,_pry______,prA____,40.0,3796.0,40.0
3564,psalm,_psa_lm___,_salm__,13.0,3797.0,13.0
3565,psalms,_psa_lms__,_salmz_,5.0,3798.0,5.0
3566,pseud,_pseud____,_sud___,0.0,3799.0,0.0
3567,pub,__pu_b____,_p^b___,93.0,3800.0,93.0
3568,pubs,__pu_bs___,_p^bz__,82.0,3801.0,82.0
3569,puck,__pu_ck___,_p^k___,29.0,3803.0,29.0
3570,pucks,__pu_cks__,_p^ks__,0.0,3804.0,0.0
3571,pud,__pu_d____,_p^d___,0.0,3805.0,0.0
3572,puff,__pu_ff___,_p^f___,65.0,3806.0,65.0
3573,puffed,__pu_ffed_,_p^ft__,29.0,3807.0,29.0
3574,puffs,__pu_ffs__,_p^fs__,33.0,3808.0,33.0
3575,pug,__pu_g____,_p^g___,4.0,3809.0,4.0
3576,pugs,__pu_gs___,_p^gz__,2.0,3810.0,2.0
3577,puke,__pu_ke___,_pYk___,1.0,3811.0,1.0
3578,pukes,__pu_kes__,_pYks__,0.0,3812.0,0.0
3579,pull,__pu_ll___,_pUl___,1259.0,3814.0,1259.0
3580,pulled,__pu_lled_,_pUld__,1240.0,3815.0,1240.0
3581,pulls,__pu_lls__,_pUlz__,211.0,3816.0,211.0
3582,pulp,__pu_lp___,_p^lp__,876.0,3817.0,876.0
3583,pulps,__pu_lps__,_p^lps_,7.0,3818.0,7.0
3584,pulse,__pu_lse__,_p^ls__,95.0,3819.0,95.0
3585,pump,__pu_mp___,_p^mp__,485.0,3820.0,485.0
3586,pumps,__pu_mps__,_p^mps_,276.0,3821.0,276.0
3587,pun,__pu_n____,_p^n___,20.0,3822.0,20.0
3588,punch,__pu_nch__,_p^nC__,271.0,3823.0,271.0
3589,punk,__pu_nk___,_p^nk__,63.0,3824.0,63.0
3590,punks,__pu_nks__,_p^nks_,20.0,3825.0,20.0
3591,puns,__pu_ns___,_p^nz__,19.0,3826.0,19.0
3592,punt,__pu_nt___,_p^nt__,92.0,3827.0,92.0
3593,punts,__pu_nts__,_p^nts_,12.0,3828.0,12.0
3594,pup,__pu_p____,_p^p___,2.0,3829.0,2.0
3595,pups,__pu_ps___,_p^ps__,9.0,3830.0,9.0
3596,pure,__pu_re___,_pYr___,600.0,3831.0,600.0
3597,purge,__pu_rge__,_p^rJ__,109.0,3832.0,109.0
3598,purged,__pu_rged_,_p^rJd_,67.0,3833.0,67.0
3599,purr,__pu_rr___,_p^r___,3.0,3837.0,3.0
3600,purse,__pu_rse__,_p^rs__,163.0,3838.0,163.0
3601,push,__pu_sh___,_pUS___,3251.0,3840.0,3251.0
3602,pushed,__pu_shed_,_pUSt__,2435.0,3841.0,2435.0
3603,puss,__pu_ss___,_p^s___,6.0,3842.0,6.0
