,word,ort,pho,wf,sfi,d,u,f,gr1,gr2,gr3,gr4,gr5,gr6,gr7,gr8,gr9,gr10,gr11,gr12,gr13,gr14,img,wn_idx
3771,roast,__roast___,__rost____,64.0,47.09999847,0.5288000110000001,5.0,137.00,1.0,4.0,7.0,8.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,4.0,2.0,137.0,5.7,4059
3772,roasts,__roasts__,__rosts___,8.0,30.10000038,0.23160000100000003,0.10249999900000001,6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.193220934316819,4060
3773,rob,__ro_b____,__rab_____,155.0,50.20000076,0.592700005,10.0,260.00,102.0,10.0,8.0,11.0,12.0,7.0,7.0,5.0,4.0,3.0,1.0,1.0,1.0,260.0,4.2,4061
3774,robbed,__ro_bbed_,__rabd____,87.0,47.20000076,0.6676999929999999,5.0,120.00,1.0,4.0,6.0,5.0,5.0,4.0,5.0,6.0,6.0,5.0,6.0,4.0,1.0,120.0,4.193220934316819,4062
3775,robe,__ro_be___,__rob_____,27.0,48.29999924,0.54400003,6.0,174.00,4.0,9.0,10.0,10.0,10.0,8.0,8.0,7.0,6.0,4.0,4.0,3.0,0.0,174.0,5.9,4063
3776,robes,__ro_bes__,__robz____,46.0,49.09999847,0.585600019,8.0,203.00,2.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,9.0,8.0,6.0,1.0,203.0,4.193220934316819,4064
3777,robs,__ro_bs___,__rabz____,22.0,33.70000076,0.43830001399999996,0.233700007,7.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.193220934316819,4065
3778,rock,__ro_ck___,__rak_____,1783.0,61.59999847,0.636699975,145.0,3538.00,287.0,163.0,140.0,180.0,177.0,157.0,150.0,148.0,137.0,125.0,129.0,101.0,52.0,3538.0,6.4,4067
3779,rocks,__ro_cks__,__raks____,261.0,59.79999924,0.49090001,94.0,2794.00,155.0,144.0,111.0,97.0,117.0,114.0,111.0,104.0,105.0,95.0,89.0,78.0,33.0,2794.0,4.193220934316819,4068
3780,rod,__ro_d____,__rad_____,251.0,53.0,0.524800003,20.0,573.00,39.0,21.0,22.0,17.0,17.0,14.0,14.0,11.0,11.0,13.0,14.0,19.0,20.0,573.0,5.9,4069
3781,rode,__ro_de___,__rod_____,154.0,56.20000076,0.63410002,42.0,994.00,68.0,78.0,77.0,71.0,53.0,45.0,41.0,41.0,39.0,33.0,30.0,22.0,4.0,994.0,3.7,4070
3782,rods,__ro_ds___,__radz____,88.0,49.5,0.600300014,8.0,233.00,0.0,1.0,2.0,3.0,5.0,5.0,7.0,7.0,9.0,12.0,14.0,15.0,9.0,233.0,4.193220934316819,4071
3783,roe,__roe_____,__ro______,148.0,37.59999847,0.518999994,0.569400012,16.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,4072
3784,roes,__roes____,__roz_____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4073
3785,rogue,__ro_gue__,__rog_____,65.0,34.5,0.378899992,0.279399991,9.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,4074
3786,rogues,__ro_gues_,__rogz____,8.0,38.09999847,0.589900017,0.643899977,16.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,4.193220934316819,4075
3787,role,__ro_le___,__rol_____,7040.0,58.20000076,0.90079999,66.0,1250.00,1.0,0.0,2.0,6.0,15.0,22.0,23.0,28.0,28.0,43.0,54.0,80.0,225.0,1250.0,3.4,4076
3788,roles,__ro_les__,__rolz____,601.0,52.20000076,0.749300003,16.0,358.00,0.0,0.0,1.0,2.0,2.0,3.0,4.0,7.0,9.0,11.0,11.0,16.0,57.0,358.0,4.193220934316819,4077
3789,roll,__ro_ll___,__rol_____,1082.0,55.29999924,0.8639000059999999,33.0,654.00,71.0,59.0,47.0,43.0,26.0,26.0,29.0,30.0,28.0,29.0,28.0,23.0,11.0,654.0,4.5,4078
3790,rolled,__ro_lled_,__rold____,486.0,56.59999847,0.8353000279999999,45.0,894.00,41.0,79.0,59.0,57.0,41.0,41.0,44.0,44.0,45.0,39.0,36.0,29.0,5.0,894.0,4.193220934316819,4079
3791,rolls,__ro_lls__,__rolz____,657.0,51.70000076,0.9358999729999999,14.0,267.00,11.0,16.0,13.0,11.0,10.0,13.0,14.0,13.0,13.0,15.0,15.0,12.0,8.0,267.0,4.193220934316819,4080
3792,rome,__ro_me___,__rom_____,440.0,55.59999847,0.6557000279999999,36.0,862.00,8.0,4.0,7.0,11.0,24.0,29.0,36.0,41.0,43.0,55.0,54.0,54.0,24.0,862.0,4.193220934316819,4081
3793,romp,__ro_mp___,__ramp____,25.0,38.20000076,0.45649999399999996,0.662,19.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.3,4083
3794,rood,__rood____,__rud_____,3.0,25.10000038,0.0,0.032600001,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,4084
3795,roods,__roods___,__rudz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4085
3796,roof,__roof____,__ruf_____,415.0,57.79999924,0.767799973,60.0,1263.00,154.0,82.0,77.0,72.0,74.0,65.0,70.0,56.0,51.0,46.0,42.0,37.0,18.0,1263.0,6.4,4086
3797,roofs,__roofs___,__rufs____,79.0,50.79999924,0.8014000059999999,12.0,246.00,2.0,5.0,8.0,9.0,13.0,12.0,13.0,14.0,14.0,13.0,15.0,14.0,4.0,246.0,4.193220934316819,4087
3798,rook,__rook____,__rUk_____,9.0,26.89999962,0.0,0.048799999000000004,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,4088
3799,rooks,__rooks___,__rUks____,2.0,29.29999924,0.289400011,0.08500000099999999,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,4089
3800,room,__room____,__rum_____,4228.0,66.19999695,0.885399997,419.0,7919.00,849.0,710.0,718.0,590.0,547.0,488.0,450.0,427.0,388.0,316.0,273.0,230.0,122.0,7919.0,5.6,4090
3801,rooms,__rooms___,__rumz____,1065.0,56.79999924,0.897000015,47.0,891.00,41.0,40.0,39.0,38.0,51.0,52.0,55.0,57.0,56.0,52.0,52.0,46.0,26.0,891.0,4.193220934316819,4091
3802,roost,__roost___,__rust____,28.0,41.29999924,0.550400019,1.0,35.00,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,35.0,4.4,4092
3803,roosts,__roosts__,__rusts___,0.0,27.39999962,0.31009998899999996,0.055399999000000005,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,4093
3804,root,__root____,__rut_____,435.0,54.70000076,0.8456000090000001,29.0,581.00,0.0,7.0,21.0,22.0,29.0,25.0,25.0,23.0,24.0,25.0,25.0,32.0,29.0,581.0,6.0,4094
3805,roots,__roots___,__ruts____,607.0,57.59999847,0.7483999729999999,57.0,1254.00,11.0,22.0,54.0,62.0,62.0,63.0,53.0,52.0,51.0,43.0,40.0,42.0,50.0,1254.0,4.193220934316819,4095
3806,rope,__ro_pe___,__rop_____,151.0,57.40000153,0.811100006,54.0,1107.00,133.0,109.0,93.0,91.0,59.0,46.0,49.0,48.0,40.0,31.0,29.0,18.0,3.0,1107.0,6.6,4096
3807,ropes,__ro_pes__,__rops____,117.0,50.09999847,0.681900024,10.0,232.00,14.0,20.0,13.0,13.0,12.0,13.0,12.0,12.0,11.0,9.0,9.0,5.0,0.0,232.0,4.193220934316819,4097
3808,rose,__ro_se___,__roz_____,34677.0,59.79999924,0.7919999959999999,96.0,1964.00,77.0,95.0,117.0,107.0,112.0,106.0,104.0,99.0,94.0,82.0,79.0,62.0,40.0,1964.0,6.7,4098
3809,rot,__ro_t____,__rat_____,44.0,46.59999847,0.765699983,4.0,97.00,0.0,1.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,1.0,97.0,3.6,4099
3810,rote,__ro_te___,__rot_____,24.0,37.20000076,0.540799975,0.5245000120000001,14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.193220934316819,4100
3811,rotes,__ro_tes__,__rots____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4101
3812,rough,__rough___,__r^f_____,698.0,56.90000153,0.9002000090000001,49.0,927.00,5.0,37.0,37.0,46.0,48.0,50.0,51.0,53.0,56.0,53.0,50.0,42.0,28.0,927.0,3.2,4102
3813,round,__round___,__rWnd____,2742.0,61.29999924,0.868600011,135.0,2596.00,106.0,120.0,158.0,172.0,197.0,194.0,195.0,192.0,185.0,147.0,128.0,99.0,31.0,2596.0,5.4,4103
3814,rouse,__rouse___,__rWz_____,131.0,40.70000076,0.480100006,1.0,33.00,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,33.0,4.193220934316819,4104
3815,roused,__roused__,__rWst____,25.0,45.20000076,0.493699998,3.0,90.00,0.0,0.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,5.0,4.0,1.0,90.0,4.193220934316819,4105
3816,rout,__rout____,__rWt_____,185.0,36.0,0.296799988,0.40099999299999994,14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.2,4106
3817,route,__route___,__rut_____,1033.0,55.90000153,0.8587999940000001,39.0,758.00,5.0,14.0,19.0,20.0,38.0,45.0,48.0,47.0,47.0,40.0,40.0,34.0,31.0,758.0,4.7,4107
3818,routes,__routes__,__ruts____,982.0,51.09999847,0.81190002,13.0,264.00,0.0,0.0,3.0,5.0,8.0,10.0,11.0,14.0,14.0,14.0,14.0,15.0,13.0,264.0,4.193220934316819,4108
3819,routs,__routs___,__rWts____,6.0,22.10000038,0.0,0.0163,1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,4109
3820,rove,__ro_ve___,__rov_____,3.0,25.10000038,0.0,0.032600001,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.5,4110
3821,roved,__ro_ved__,__rovd____,0.0,34.29999924,0.335900009,0.269600004,9.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.193220934316819,4111
3822,roves,__ro_ves__,__rovz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4112
3823,row,__row_____,__ro______,1188.0,56.09999847,0.96359998,40.0,719.00,27.0,45.0,46.0,45.0,46.0,40.0,42.0,41.0,41.0,39.0,39.0,34.0,9.0,719.0,4.193220934316819,4113
3824,rows,__rows____,__roz_____,123.0,54.09999847,0.9648,25.0,453.00,7.0,14.0,18.0,26.0,32.0,30.0,28.0,29.0,29.0,27.0,28.0,27.0,9.0,453.0,4.193220934316819,4114
3825,rub,__ru_b____,__r^b_____,98.0,51.59999847,0.875500023,14.0,278.00,31.0,17.0,16.0,16.0,20.0,17.0,15.0,13.0,12.0,10.0,10.0,5.0,1.0,278.0,4.4,4115
3826,rubbed,__ru_bbed_,__r^bd____,47.0,53.29999924,0.7465999720000001,21.0,461.00,50.0,38.0,34.0,34.0,31.0,26.0,22.0,20.0,15.0,16.0,15.0,11.0,2.0,461.0,4.193220934316819,4116
3827,rubs,__ru_bs___,__r^bz____,17.0,42.79999924,0.783500016,1.0,40.00,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,40.0,4.193220934316819,4117
3828,rude,__ru_de___,__rud_____,145.0,47.79999924,0.719099998,6.0,131.00,3.0,5.0,4.0,5.0,7.0,7.0,7.0,7.0,7.0,6.0,6.0,4.0,1.0,131.0,3.0,4118
3829,ruff,__ru_ff___,__r^f_____,22.0,36.09999847,0.31549999100000004,0.41179999700000003,14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.193220934316819,4119
3830,rug,__ru_g____,__r^g_____,106.0,51.79999924,0.872300029,15.0,291.00,32.0,34.0,22.0,16.0,10.0,10.0,10.0,9.0,9.0,8.0,8.0,5.0,1.0,291.0,6.5,4120
3831,rugs,__ru_gs___,__r^gz____,56.0,47.20000076,0.719699979,5.0,117.00,2.0,4.0,4.0,3.0,4.0,4.0,5.0,4.0,4.0,6.0,5.0,4.0,2.0,117.0,4.193220934316819,4121
3832,rule,__ru_le___,__rul_____,5626.0,59.90000153,0.918099999,97.0,1795.00,24.0,57.0,40.0,45.0,60.0,83.0,91.0,95.0,100.0,108.0,111.0,121.0,135.0,1795.0,3.5,4122
3833,rules,__ru_les__,__rulz____,7472.0,59.90000153,0.899299979,97.0,1837.00,42.0,67.0,70.0,61.0,67.0,69.0,74.0,76.0,81.0,85.0,91.0,112.0,137.0,1837.0,4.193220934316819,4123
3834,rum,__ru_m____,__r^m_____,58.0,44.29999924,0.564800024,2.0,69.00,0.0,2.0,1.0,1.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,69.0,5.4,4124
3835,rump,__ru_mp___,__r^mp____,11.0,41.29999924,0.60860002,1.0,33.00,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,33.0,4.7,4125
3836,rumps,__ru_mps__,__r^mps___,5.0,31.10000038,0.228100002,0.128999993,5.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.193220934316819,4126
3837,rums,__ru_ms___,__r^mz____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4127
3838,run,__ru_n____,__r^n_____,10385.0,64.30000305,0.969799995,266.0,4706.00,734.0,399.0,322.0,321.0,290.0,254.0,239.0,226.0,213.0,190.0,184.0,181.0,133.0,4706.0,4.6,4128
3839,rune,__ru_ne___,__run_____,4.0,32.90000153,0.42519998600000003,0.195700005,6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.193220934316819,4129
3840,runes,__ru_nes__,__runz____,1.0,32.29999924,0.289400011,0.17000000199999998,6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.193220934316819,4130
3841,rung,__ru_ng___,__r^ng____,50.0,45.20000076,0.6851999759999999,3.0,75.00,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,75.0,3.9,4131
3842,rungs,__ru_ngs__,__r^ngz___,21.0,37.79999924,0.670099974,0.605799973,14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.193220934316819,4132
3843,runs,__ru_ns___,__r^nz____,2648.0,56.90000153,0.96420002,49.0,877.00,105.0,51.0,50.0,42.0,48.0,50.0,48.0,47.0,49.0,42.0,43.0,39.0,26.0,877.0,4.193220934316819,4133
3844,runt,__ru_nt___,__r^nt____,3.0,33.90000153,0.453900009,0.243799999,7.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.8,4134
3845,runts,__ru_nts__,__r^nts___,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4135
3846,ruse,__ru_se___,__ruz_____,30.0,33.29999924,0.47729998799999995,0.214599997,6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.193220934316819,4136
3847,rush,__ru_sh___,__r^S_____,1046.0,54.90000153,0.8741999859999999,30.0,583.00,22.0,21.0,23.0,34.0,33.0,30.0,29.0,28.0,25.0,27.0,26.0,24.0,11.0,583.0,3.9,4137
3848,rushed,__ru_shed_,__r^St____,441.0,55.09999847,0.7590000029999999,32.0,683.00,44.0,49.0,47.0,45.0,39.0,36.0,36.0,30.0,27.0,21.0,17.0,13.0,7.0,683.0,4.193220934316819,4138
3849,rust,__ru_st___,__r^st____,205.0,46.40000153,0.481599987,4.0,137.00,5.0,1.0,2.0,2.0,5.0,4.0,6.0,5.0,7.0,5.0,5.0,4.0,2.0,137.0,5.3,4141
3850,rusts,__ru_sts__,__r^sts___,1.0,39.09999847,0.442000002,0.8180000190000001,28.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.193220934316819,4142
3851,rut,__ru_t____,__r^t_____,24.0,36.70000076,0.426400006,0.471300006,14.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.1,4143
3852,ruts,__ru_ts___,__r^ts____,6.0,41.70000076,0.45550000700000004,1.0,42.00,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,42.0,4.193220934316819,4144
3853,rye,__rye_____,__rA______,44.0,46.70000076,0.7527999879999999,4.0,101.00,0.0,1.0,2.0,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,101.0,3.9,4145
3854,ryes,__ryes____,__rAz_____,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4146
3855,sack,__sa_ck___,__s@k_____,68.0,52.09999847,0.720000029,16.0,350.00,42.0,21.0,22.0,21.0,19.0,16.0,15.0,13.0,9.0,7.0,8.0,5.0,1.0,350.0,5.5,4147
3856,sacks,__sa_cks__,__s@ks____,71.0,47.5,0.6807000040000001,5.0,128.00,1.0,10.0,12.0,9.0,4.0,5.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,128.0,4.193220934316819,4148
3857,sad,__sa_d____,__s@d_____,466.0,56.40000153,0.617299974,43.0,1044.00,274.0,147.0,84.0,67.0,41.0,38.0,33.0,31.0,28.0,22.0,22.0,15.0,4.0,1044.0,3.9,4149
3858,safe,__sa_fe___,__sef_____,1757.0,59.5,0.8204,88.0,1793.00,124.0,144.0,103.0,85.0,94.0,90.0,87.0,81.0,74.0,63.0,64.0,57.0,52.0,1793.0,4.1,4150
3859,sag,__sa_g____,__s@g_____,48.0,40.59999847,0.602400005,1.0,29.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,3.6,4151
3860,sage,__sa_ge___,__seJ_____,110.0,41.40000153,0.466199994,1.0,39.00,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,39.0,4.7,4152
3861,sagged,__sa_gged_,__s@gd____,133.0,40.79999924,0.40169999,1.0,37.00,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,37.0,4.193220934316819,4153
3862,sags,__sa_gs___,__s@gz____,11.0,29.29999924,0.289900005,0.08510000300000001,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,4154
3863,said,__said____,__sEd_____,345647.0,73.80000305,0.586399972,2382.0,58789.00,17700.0,8732.0,5894.0,4514.0,2570.0,1877.0,1586.0,1353.0,1155.0,849.0,706.0,537.0,246.0,58789.0,2.1,4155
3864,sail,__sail____,__sel_____,144.0,55.0,0.5928999779999999,31.0,775.00,45.0,35.0,43.0,40.0,49.0,44.0,41.0,39.0,35.0,28.0,24.0,22.0,4.0,775.0,6.0,4156
3865,sailed,__sailed__,__seld____,98.0,54.79999924,0.530200005,30.0,803.00,14.0,32.0,35.0,37.0,41.0,41.0,40.0,39.0,38.0,34.0,33.0,22.0,3.0,803.0,4.193220934316819,4157
3866,sails,__sails___,__selz____,69.0,49.70000076,0.595499992,9.0,231.00,10.0,10.0,12.0,11.0,15.0,13.0,11.0,11.0,10.0,8.0,7.0,8.0,0.0,231.0,4.193220934316819,4158
3867,saint,__saint___,__sent____,526.0,49.70000076,0.742200017,9.0,201.00,2.0,0.0,2.0,3.0,8.0,8.0,10.0,9.0,10.0,11.0,10.0,12.0,1.0,201.0,5.5,4159
3868,saints,__saints__,__sents___,76.0,45.5,0.76849997,3.0,75.00,0.0,0.0,0.0,1.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,75.0,4.193220934316819,4160
3869,sake,__sa_ke___,__sek_____,288.0,52.20000076,0.795400023,16.0,334.00,2.0,10.0,11.0,15.0,17.0,20.0,18.0,16.0,16.0,15.0,16.0,13.0,10.0,334.0,2.3,4161
3870,sakes,__sa_kes__,__seks____,5.0,37.79999924,0.36629998700000005,0.596400023,19.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,4.193220934316819,4162
3871,sale,__sa_le___,__sel_____,20646.0,55.40000153,0.592199981,34.0,921.00,27.0,21.0,9.0,8.0,16.0,21.0,24.0,27.0,32.0,39.0,44.0,54.0,60.0,921.0,3.8,4163
3872,sales,__sa_les__,__selz____,47056.0,55.5,0.4023,35.0,1368.00,0.0,1.0,3.0,3.0,5.0,9.0,12.0,15.0,21.0,29.0,39.0,55.0,115.0,1368.0,4.193220934316819,4164
3873,salt,__sa_lt___,__salt____,892.0,58.20000076,0.760299981,66.0,1423.00,19.0,38.0,52.0,56.0,68.0,74.0,75.0,71.0,69.0,70.0,70.0,65.0,43.0,1423.0,6.2,4165
3874,salts,__sa_lts__,__salts___,15.0,49.5,0.683399975,8.0,215.00,0.0,1.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,8.0,9.0,10.0,17.0,215.0,4.193220934316819,4166
3875,salve,__sa_lve__,__s@v_____,19.0,34.20000076,0.31259998699999997,0.263599992,9.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.6,4167
3876,salves,__sa_lves_,__s@vz____,1.0,22.10000038,0.0,0.0163,1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,4168
3877,same,__sa_me___,__sem_____,18021.0,69.0,0.980300009,789.0,13862.00,403.0,475.0,578.0,631.0,750.0,802.0,815.0,825.0,833.0,885.0,888.0,925.0,859.0,13862.0,2.4,4169
3878,sand,__sa_nd___,__s@nd____,424.0,59.70000076,0.773299992,93.0,1974.00,135.0,105.0,112.0,103.0,113.0,108.0,103.0,102.0,94.0,80.0,85.0,71.0,18.0,1974.0,6.7,4170
3879,sands,__sa_nds__,__s@ndz___,130.0,47.79999924,0.742799997,6.0,130.00,10.0,4.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,7.0,7.0,6.0,4.0,130.0,4.193220934316819,4171
3880,sane,__sa_ne___,__sen_____,47.0,40.5,0.702700019,1.0,25.00,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,25.0,2.5,4172
3881,sap,__sa_p____,__s@p_____,56.0,49.20000076,0.675000012,8.0,190.00,29.0,18.0,11.0,7.0,8.0,10.0,9.0,8.0,7.0,5.0,4.0,2.0,1.0,190.0,4.0,4173
3882,sapped,__sa_pped_,__s@pt____,63.0,32.40000153,0.34920001,0.173600003,6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.193220934316819,4174
3883,saps,__sa_ps___,__s@ps____,10.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.193220934316819,4175
3884,sash,__sa_sh___,__s@S_____,17.0,43.5,0.439300001,2.0,68.00,7.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,1.0,0.0,68.0,4.1,4176
3885,sass,__sa_ss___,__s@s_____,50.0,32.29999924,0.289900005,0.170200005,6.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.193220934316819,4177
3886,sat,__sa_t____,__s@t_____,642.0,62.59999847,0.515200019,182.0,4843.00,721.0,525.0,385.0,349.0,240.0,188.0,172.0,159.0,137.0,102.0,87.0,63.0,17.0,4843.0,3.7,4178
3887,sate,__sa_te___,__set_____,6.0,27.70000076,0.31549999100000004,0.058800001,2.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.193220934316819,4179
3888,sauce,__sauce___,__sas_____,190.0,44.90000153,0.216800004,3.0,148.00,1.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,1.0,2.0,148.0,5.7,4180
3889,save,__sa_ve___,__sev_____,2568.0,59.0,0.91960001,79.0,1458.00,65.0,77.0,67.0,77.0,79.0,79.0,83.0,85.0,85.0,85.0,84.0,83.0,43.0,1458.0,2.9,4181
3890,saved,__sa_ved__,__sevd____,710.0,56.40000153,0.958700001,43.0,780.00,23.0,46.0,52.0,56.0,53.0,48.0,47.0,47.0,46.0,39.0,35.0,33.0,19.0,780.0,4.193220934316819,4182
3891,saves,__sa_ves__,__sevz____,171.0,46.90000153,0.800800025,4.0,101.00,0.0,1.0,4.0,4.0,6.0,5.0,5.0,6.0,6.0,5.0,4.0,5.0,3.0,101.0,4.193220934316819,4183
3892,saw,__saw_____,__sa______,3178.0,66.69999695,0.7793999909999999,464.0,9586.00,1596.0,999.0,727.0,702.0,556.0,503.0,476.0,438.0,399.0,329.0,302.0,230.0,105.0,9586.0,3.9,4184
3893,sax,__sa_x____,__s@ks____,25.0,29.29999924,0.289900005,0.08510000300000001,3.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.193220934316819,4185
3894,say,__say_____,__se______,36626.0,67.09999847,0.906700015,511.0,9508.00,955.0,862.0,805.0,773.0,599.0,505.0,475.0,445.0,436.0,397.0,377.0,343.0,216.0,9508.0,2.8,4186
3895,says,__says____,__sEz_____,111942.0,62.59999847,0.8671,182.0,3502.00,871.0,425.0,281.0,238.0,181.0,145.0,135.0,116.0,105.0,89.0,87.0,79.0,52.0,3502.0,4.193220934316819,4187
3896,scab,_sca_b____,_sk@b_____,14.0,39.0,0.447299987,0.792999983,24.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,5.7,4188
3897,scabbed,_sca_bbed_,_sk@bd____,0.0,22.10000038,0.0,0.0163,1.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.193220934316819,4189
