,word,ort,pho,wf,adjusted_wf
3828,punts,__pu_nts__,__p^nts_,0.02,0.02
3829,pup,__pu_p____,__p^p___,3.22,3.22
3830,pups,__pu_ps___,__p^ps__,0.9,0.9
3831,pure,__pu_re___,__pYr___,24.92,24.92
3832,purge,__pu_rge__,__p^rJ__,1.61,1.61
3833,purged,__pu_rged_,__p^rJd_,0.53,0.53
3834,purl,__pu_rl___,__p^rl__,0.12,0.12
3835,purled,__pu_rled_,__p^rld_,0.04,0.04
3836,purls,__pu_rls__,__p^rlz_,0.0,0.0
3837,purr,__pu_rr___,__p^r___,0.76,0.76
3838,purse,__pu_rse__,__p^rs__,19.76,19.76
3839,pus,__pu_s____,__p^s___,1.0,1.0
3840,push,__pu_sh___,__pUS___,70.55,70.55
3841,pushed,__pu_shed_,__pUSt__,20.49,20.49
3842,puss,__pu_ss___,__p^s___,2.92,2.92
3843,put,__pu_t____,__pUt___,828.45,414.225
3844,put,__pu_t____,__pUt___,828.45,414.225
3845,puts,__pu_ts___,__p^ts__,24.0,24.0
3846,putt,__pu_tt___,__p^t___,1.14,1.14
3847,putts,__pu_tts__,__p^ts__,0.1,0.1
3848,pyre,__py_re___,__pAr___,0.29,0.29
3849,pyres,__py_res__,__pArz__,0.04,0.04
3850,quack,_qua_ck___,_kw@k___,4.63,4.63
3851,quacks,_qua_cks__,_kw@ks__,0.37,0.37
3852,quad,_qua_d____,_kwad___,1.55,1.55
3853,quaff,_qua_ff___,_kw@f___,0.08,0.08
3854,quail,_quail____,_kwel___,1.33,1.33
3855,quails,_quails___,_kwelz__,0.08,0.08
3856,quaint,_quaint___,_kwent__,2.18,2.18
3857,quake,_qua_ke___,_kwek___,1.61,1.61
3858,quakes,_qua_kes__,_kweks__,0.12,0.12
3859,qualm,_qua_lm___,_kwalm__,0.04,0.04
3860,qualms,_qua_lms__,_kw@lmz_,0.29,0.29
3861,quark,_qua_rk___,_kwark__,0.96,0.96
3862,quart,_qua_rt___,_kwort__,2.08,2.08
3863,quarts,_qua_rts__,_kworts_,1.06,1.06
3864,quartz,_qua_rtz__,_kwortz_,0.53,0.53
3865,quash,_qua_sh___,_kwaS___,0.22,0.22
3866,quashed,_qua_shed_,_kwaSt__,0.04,0.04
3867,quay,_quay_____,__ki____,0.08,0.08
3868,quays,_quays____,__kiz___,0.0,0.0
3869,queen,_queen____,_kwin___,54.69,54.69
3870,queens,_queens___,_kwinz__,9.73,9.73
3871,queer,_queer____,_kwir___,5.8,5.8
3872,quell,_que_ll___,_kwEl___,0.33,0.33
3873,quelled,_que_lled_,_kwEld__,0.04,0.04
3874,quells,_que_lls__,_kwElz__,0.02,0.02
3875,quench,_que_nch__,_kwEnC__,0.63,0.63
3876,quenched,_que_nched,_kwEnCt_,0.1,0.1
3877,quern,_que_rn___,_kw^rn__,0.0,0.0
3878,quest,_que_st___,_kwEst__,6.41,6.41
3879,quests,_que_sts__,_kwEsts_,0.06,0.06
3880,queue,_queue____,__kY____,1.18,1.18
3881,quick,_qui_ck___,_kwIk___,108.67,108.67
3882,quid,_qui_d____,_kwId___,3.16,3.16
3883,quiff,_qui_ff___,_kwIf___,0.06,0.06
3884,quill,_qui_ll___,_kwIl___,2.73,2.73
3885,quills,_qui_lls__,_kwIlz__,0.33,0.33
3886,quilt,_qui_lt___,_kwIlt__,0.76,0.76
3887,quin,_qui_n____,_kwIn___,0.2,0.2
3888,quince,_qui_nce__,_kwIns__,0.92,0.92
3889,quint,_qui_nt___,_kwInt__,0.49,0.49
3890,quints,_qui_nts__,_kwInts_,0.18,0.18
3891,quip,_qui_p____,_kwIp___,0.14,0.14
3892,quire,_qui_re___,_kwAr___,0.02,0.02
3893,quirk,_qui_rk___,_kw^rk__,0.39,0.39
3894,quirks,_qui_rks__,_kw^rks_,0.92,0.92
3895,quirt,_qui_rt___,_kw^rt__,0.0,0.0
3896,quirts,_qui_rts__,_kw^rts_,0.0,0.0
3897,quit,_qui_t____,_kwIt___,90.1,45.05
3898,quit,_qui_t____,_kwIt___,90.1,45.05
3899,quite,_qui_te___,_kwAt___,202.59,202.59
3900,quits,_qui_ts___,_kwIts__,2.37,2.37
3901,quiz,_qui_z____,_kwIz___,4.94,4.94
3902,quote,_quo_te___,_kwot___,9.57,9.57
3903,quotes,_quo_tes__,_kwots__,1.2,1.2
3904,race,__ra_ce___,__res___,61.9,61.9
3905,rack,__ra_ck___,__r@k___,7.78,7.78
3906,racks,__ra_cks__,__r@ks__,0.86,0.86
3907,raft,__ra_ft___,__r@ft__,4.71,4.71
3908,rafts,__ra_fts__,__r@fts_,0.29,0.29
3909,rag,__ra_g____,__r@g___,4.78,4.78
3910,rage,__ra_ge___,__reJ___,11.31,11.31
3911,rags,__ra_gs___,__r@gz__,3.16,3.16
3912,raid,__raid____,__red___,8.55,8.55
3913,raids,__raids___,__redz__,1.2,1.2
3914,rail,__rail____,__rel___,4.57,4.57
3915,rails,__rails___,__relz__,1.04,1.04
3916,rain,__rain____,__ren___,48.9,48.9
3917,rains,__rains___,__renz__,5.22,5.22
3918,raise,__raise___,__rez___,55.2,55.2
3919,raised,__raised__,__rezd__,25.73,25.73
3920,rake,__ra_ke___,__rek___,2.98,2.98
3921,rakes,__ra_kes__,__reks__,0.2,0.2
3922,ram,__ra_m____,__r@m___,6.43,6.43
3923,rammed,__ra_mmed_,__r@md__,0.86,0.86
3924,ramp,__ra_mp___,__r@mp__,2.88,2.88
3925,ramps,__ra_mps__,__r@mps_,0.41,0.41
3926,rams,__ra_ms___,__r@mz__,0.82,0.82
3927,ran,__ra_n____,__r@n___,84.24,84.24
3928,ranch,__ra_nch__,__r@nC__,17.55,17.55
3929,rand,__ra_nd___,__r@nd__,2.35,2.35
3930,rands,__ra_nds__,__r@ndz_,0.02,0.02
3931,range,__ra_nge__,__renJ__,22.76,22.76
3932,rank,__ra_nk___,__r@nk__,8.49,8.49
3933,ranks,__ra_nks__,__r@nks_,3.9,3.9
3934,rant,__ra_nt___,__r@nt__,0.67,0.67
3935,rants,__ra_nts__,__r@nts_,0.2,0.2
3936,rap,__ra_p____,__r@p___,13.04,13.04
3937,rape,__ra_pe___,__rep___,16.0,16.0
3938,raped,__ra_ped__,__rept__,11.63,11.63
3939,rapes,__ra_pes__,__reps__,0.86,0.86
3940,rapped,__ra_pped_,__r@pt__,0.25,0.25
3941,raps,__ra_ps___,__r@ps__,0.53,0.53
3942,rapt,__ra_pt___,__r@pt__,0.24,0.24
3943,rare,__ra_re___,__rEr___,21.31,21.31
3944,rase,__ra_se___,__res___,0.0,0.0
3945,rash,__ra_sh___,__r@S___,8.04,8.04
3946,rasp,__ra_sp___,__r@sp__,0.1,0.1
3947,rasps,__ra_sps__,__r@sps_,0.02,0.02
3948,rat,__ra_t____,__r@t___,32.61,32.61
3949,ratch,__ra_tch__,__r@tC__,0.0,0.0
3950,rate,__ra_te___,__ret___,24.92,24.92
3951,rates,__ra_tes__,__rets__,4.1,4.1
3952,rats,__ra_ts___,__r@ts__,16.63,16.63
3953,rave,__ra_ve___,__rev___,2.53,2.53
3954,raved,__ra_ved__,__revd__,0.12,0.12
3955,raves,__ra_ves__,__revz__,0.57,0.57
3956,raw,__raw_____,__ra____,10.18,10.18
3957,ray,__ray_____,__re____,97.37,97.37
3958,rays,__rays____,__rez___,4.33,4.33
3959,raze,__ra_ze___,__rez___,0.16,0.16
3960,reach,__reach___,__riC___,56.92,56.92
3961,reached,__reached_,__riCt__,24.73,24.73
3962,read,__read____,__rid___,241.22,241.22
3963,reads,__reads___,__ridz__,8.73,8.73
3964,real,__real____,__ril___,442.8,442.8
3965,realm,__realm___,__rElm__,4.67,4.67
3966,realms,__realms__,__rElmz_,0.63,0.63
3967,ream,__ream____,__rim___,0.22,0.22
3968,reams,__reams___,__rimz__,0.2,0.2
3969,reap,__reap____,__rip___,2.59,2.59
3970,reaped,__reaped__,__ript__,0.24,0.24
3971,reaps,__reaps___,__rips__,0.08,0.08
3972,rear,__rear____,__rir___,12.43,12.43
3973,red,__re_d____,__rEd___,148.06,74.03
3974,red,__re_d____,__rEd___,148.06,74.03
3975,reed,__reed____,__rid___,9.1,9.1
3976,reeds,__reeds___,__ridz__,0.31,0.31
3977,reef,__reef____,__rif___,4.0,4.0
3978,reefs,__reefs___,__rifs__,0.49,0.49
3979,reek,__reek____,__rik___,0.9,0.9
3980,reeked,__reeked__,__rikt__,0.18,0.18
3981,reeks,__reeks___,__riks__,1.29,1.29
3982,reel,__reel____,__ril___,3.25,3.25
3983,reels,__reels___,__rilz__,0.73,0.73
3984,reeve,__reeve___,__riv___,0.25,0.25
3985,reeves,__reeves__,__rivz__,1.82,1.82
3986,ref,__re_f____,__rEf___,2.53,2.53
3987,refs,__re_fs___,__rEfs__,0.04,0.04
3988,reign,__reign___,__ren___,3.12,3.12
3989,reigns,__reigns__,__renz__,0.43,0.43
3990,rein,__rein____,__ren___,0.76,0.76
3991,reins,__reins___,__renz__,1.45,1.45
3992,rend,__re_nd___,__rEnd__,0.31,0.31
3993,rends,__re_nds__,__rEndz_,0.04,0.04
3994,rent,__re_nt___,__rEnt__,34.55,34.55
3995,rep,__re_p____,__rEp___,5.16,5.16
3996,reps,__re_ps___,__rEps__,0.9,0.9
3997,rest,__re_st___,__rEst__,212.96,212.96
3998,rests,__re_sts__,__rEsts_,2.75,2.75
3999,ret,__re_t____,__rEt___,0.02,0.02
4000,retch,__re_tch__,__rEtC__,0.29,0.29
4001,rev,__re_v____,__rEv___,4.06,4.06
4002,rheum,_rheum____,__rum___,0.08,0.08
4003,rheums,_rheums___,__rumz__,0.0,0.0
4004,rhomb,_rho_mb___,__rom___,0.0,0.0
4005,rhyme,_rhy_me___,__rAm___,4.41,4.41
4006,rhymes,_rhy_mes__,__rAmz__,2.96,2.96
4007,rib,__ri_b____,__rIb___,5.9,5.9
4008,ribs,__ri_bs___,__rIbz__,8.35,8.35
4009,rice,__ri_ce___,__rAs___,15.08,15.08
4010,rich,__ri_ch___,__rIC___,80.39,80.39
4011,rick,__ri_ck___,__rIk___,0.0,0.0
4012,ricks,__ri_cks__,__rIks__,0.2,0.2
4013,rid,__ri_d____,__rId___,59.84,59.84
4014,ride,__ri_de___,__rAd___,135.37,135.37
4015,rides,__ri_des__,__rAdz__,7.18,7.18
4016,ridge,__ri_dge__,__rIJ___,7.08,7.08
4017,rife,__ri_fe___,__rAf___,0.51,0.51
4018,rift,__ri_ft___,__rIft__,1.08,1.08
4019,rifts,__ri_fts__,__rIfts_,0.08,0.08
4020,rig,__ri_g____,__rIg___,8.63,8.63
4021,right,__ri_ght__,__rAt___,4008.39,4008.39
4022,rigs,__ri_gs___,__rIgz__,0.53,0.53
4023,rile,__ri_le___,__rAl___,0.33,0.33
4024,rill,__ri_ll___,__rIl___,0.12,0.12
4025,rills,__ri_lls__,__rIlz__,0.02,0.02
4026,rim,__ri_m____,__rIm___,2.45,2.45
4027,rime,__ri_me___,__rAm___,0.12,0.12
4028,rimes,__ri_mes__,__rAmz__,0.08,0.08
4029,rims,__ri_ms___,__rImz__,0.76,0.76
4030,rind,__ri_nd___,__rAnd__,0.27,0.27
4031,rinds,__ri_nds__,__rAndz_,0.49,0.49
4032,ring,__ri_ng___,__rIng__,92.75,92.75
4033,rings,__ri_ngs__,__rIngz_,29.88,29.88
4034,rink,__ri_nk___,__rInk__,2.14,2.14
4035,rinks,__ri_nks__,__rInks_,0.02,0.02
4036,rinse,__ri_nse__,__rIns__,2.35,2.35
4037,rinsed,__ri_nsed_,__rInst_,0.18,0.18
4038,rip,__ri_p____,__rIp___,20.16,20.16
4039,ripe,__ri_pe___,__rAp___,4.18,4.18
4040,ripped,__ri_pped_,__rIpt__,19.06,19.06
4041,rips,__ri_ps___,__rIps__,1.35,1.35
4042,rise,__ri_se___,__rAz___,27.43,27.43
4043,risk,__ri_sk___,__rIsk__,49.04,49.04
4044,risks,__ri_sks__,__rIsks_,6.51,6.51
4045,rite,__ri_te___,__rAt___,1.45,1.45
4046,rites,__ri_tes__,__rAts__,1.86,1.86
4047,rive,__ri_ve___,__rAv___,0.06,0.06
4048,roach,__roach___,__roC___,2.65,2.65
4049,road,__road____,__rod___,111.94,111.94
4050,roads,__roads___,__rodz__,9.06,9.06
4051,roam,__roam____,__rom___,3.39,3.39
4052,roamed,__roamed__,__romd__,0.47,0.47
4053,roams,__roams___,__romz__,0.43,0.43
4054,roan,__roan____,__ron___,0.25,0.25
4055,roans,__roans___,__ronz__,0.0,0.0
4056,roar,__roar____,__ror___,4.02,4.02
4057,roared,__roared__,__rord__,0.33,0.33
4058,roars,__roars___,__rorz__,1.65,1.65
4059,roast,__roast___,__rost__,9.78,9.78
4060,roasts,__roasts__,__rosts_,0.25,0.25
4061,rob,__ro_b____,__rab___,23.29,23.29
4062,robbed,__ro_bbed_,__rabd__,15.33,15.33
4063,robe,__ro_be___,__rob___,8.49,8.49
4064,robes,__ro_bes__,__robz__,2.29,2.29
4065,robs,__ro_bs___,__rabz__,0.9,0.9
4066,roc,__ro_c____,__rak___,0.29,0.29
4067,rock,__ro_ck___,__rak___,86.16,86.16
4068,rocks,__ro_cks__,__raks__,22.88,22.88
4069,rod,__ro_d____,__rad___,10.73,10.73
4070,rode,__ro_de___,__rod___,10.39,10.39
4071,rods,__ro_ds___,__radz__,1.8,1.8
4072,roe,__roe_____,__ro____,1.02,1.02
4073,roes,__roes____,__roz___,0.0,0.0
4074,rogue,__ro_gue__,__rog___,3.73,3.73
4075,rogues,__ro_gues_,__rogz__,0.33,0.33
4076,role,__ro_le___,__rol___,18.22,18.22
4077,roles,__ro_les__,__rolz__,2.9,2.9
4078,roll,__ro_ll___,__rol___,63.27,63.27
4079,rolled,__ro_lled_,__rold__,8.47,8.47
4080,rolls,__ro_lls__,__rolz__,8.78,8.78
4081,rome,__ro_me___,__rom___,0.0,0.0
4082,romes,__ro_mes__,__romz__,0.0,0.0
4083,romp,__ro_mp___,__ramp__,0.53,0.53
4084,rood,__rood____,__rud___,0.06,0.06
4085,roods,__roods___,__rudz__,0.0,0.0
4086,roof,__roof____,__ruf___,35.65,35.65
4087,roofs,__roofs___,__rufs__,1.22,1.22
4088,rook,__rook____,__rUk___,1.39,1.39
4089,rooks,__rooks___,__rUks__,0.8,0.8
4090,room,__room____,__rum___,439.51,439.51
4091,rooms,__rooms___,__rumz__,26.0,26.0
4092,roost,__roost___,__rust__,0.88,0.88
4093,roosts,__roosts__,__rusts_,0.04,0.04
4094,root,__root____,__rut___,10.47,10.47
4095,roots,__roots___,__ruts__,6.37,6.37
4096,rope,__ro_pe___,__rop___,22.71,22.71
4097,ropes,__ro_pes__,__rops__,5.94,5.94
4098,rose,__ro_se___,__roz___,53.02,53.02
4099,rot,__ro_t____,__rat___,7.73,7.73
4100,rote,__ro_te___,__rot___,0.12,0.12
4101,rotes,__ro_tes__,__rots__,0.0,0.0
4102,rough,__rough___,__r^f___,37.39,37.39
4103,round,__round___,__rWnd__,66.53,66.53
4104,rouse,__rouse___,__rWz___,0.92,0.92
4105,roused,__roused__,__rWst__,0.22,0.22
4106,rout,__rout____,__rWt___,0.35,0.35
4107,route,__route___,__rut___,21.35,21.35
4108,routes,__routes__,__ruts__,2.1,2.1
4109,routs,__routs___,__rWts__,0.02,0.02
4110,rove,__ro_ve___,__rov___,1.14,1.14
4111,roved,__ro_ved__,__rovd__,0.04,0.04
4112,roves,__ro_ves__,__rovz__,0.02,0.02
4113,row,__row_____,__ro____,26.33,26.33
4114,rows,__rows____,__roz___,1.8,1.8
4115,rub,__ru_b____,__r^b___,15.45,15.45
4116,rubbed,__ru_bbed_,__r^bd__,2.71,2.71
4117,rubs,__ru_bs___,__r^bz__,1.31,1.31
4118,rude,__ru_de___,__rud___,22.06,22.06
4119,ruff,__ru_ff___,__r^f___,0.53,0.53
4120,rug,__ru_g____,__r^g___,10.41,10.41
4121,rugs,__ru_gs___,__r^gz__,1.24,1.24
4122,rule,__ru_le___,__rul___,48.14,48.14
4123,rules,__ru_les__,__rulz__,67.41,67.41
4124,rum,__ru_m____,__r^m___,7.49,7.49
4125,rump,__ru_mp___,__r^mp__,1.41,1.41
4126,rumps,__ru_mps__,__r^mps_,0.1,0.1
4127,rums,__ru_ms___,__r^mz__,0.0,0.0
4128,run,__ru_n____,__r^n___,350.55,350.55
4129,rune,__ru_ne___,__run___,0.98,0.98
4130,runes,__ru_nes__,__runz__,0.39,0.39
4131,rung,__ru_ng___,__r^ng__,1.39,1.39
4132,rungs,__ru_ngs__,__r^ngz_,0.12,0.12
4133,runs,__ru_ns___,__r^nz__,32.1,32.1
4134,runt,__ru_nt___,__r^nt__,2.45,2.45
4135,runts,__ru_nts__,__r^nts_,0.2,0.2
4136,ruse,__ru_se___,__ruz___,1.67,1.67
4137,rush,__ru_sh___,__r^S___,31.41,31.41
4138,rushed,__ru_shed_,__r^St__,5.25,5.25
4139,rusk,__ru_sk___,__r^sk__,0.47,0.47
4140,rusks,__ru_sks__,__r^sks_,0.0,0.0
4141,rust,__ru_st___,__r^st__,2.49,2.49
4142,rusts,__ru_sts__,__r^sts_,0.08,0.08
4143,rut,__ru_t____,__r^t___,1.53,1.53
4144,ruts,__ru_ts___,__r^ts__,0.08,0.08
4145,rye,__rye_____,__rA____,4.16,4.16
4146,ryes,__ryes____,__rAz___,0.0,0.0
4147,sack,__sa_ck___,__s@k___,12.92,12.92
4148,sacks,__sa_cks__,__s@ks__,2.12,2.12
4149,sad,__sa_d____,__s@d___,63.37,63.37
4150,safe,__sa_fe___,__sef___,143.2,143.2
4151,sag,__sa_g____,__s@g___,0.8,0.8
4152,sage,__sa_ge___,__seJ___,1.75,1.75
4153,sagged,__sa_gged_,__s@gd__,0.02,0.02
4154,sags,__sa_gs___,__s@gz__,0.1,0.1
4155,said,__said____,__sEd___,1108.45,1108.45
4156,sail,__sail____,__sel___,13.75,13.75
4157,sailed,__sailed__,__seld__,3.65,3.65
4158,sails,__sails___,__selz__,3.22,3.22
4159,saint,__saint___,__sent__,17.92,17.92
4160,saints,__saints__,__sents_,3.55,3.55
4161,sake,__sa_ke___,__sek___,64.16,64.16
4162,sakes,__sa_kes__,__seks__,0.0,0.0
4163,sale,__sa_le___,__sel___,25.39,25.39
4164,sales,__sa_les__,__selz__,12.71,12.71
4165,salt,__sa_lt___,__salt__,19.51,19.51
4166,salts,__sa_lts__,__salts_,1.43,1.43
4167,salve,__sa_lve__,__s@lv__,0.57,0.57
4168,salves,__sa_lves_,__s@lvz_,0.02,0.02
4169,same,__sa_me___,__sem___,417.18,417.18
4170,sand,__sa_nd___,__s@nd__,20.29,20.29
4171,sands,__sa_nds__,__s@ndz_,2.12,2.12
4172,sane,__sa_ne___,__sen___,5.51,5.51
4173,sap,__sa_p____,__s@p___,3.49,3.49
4174,sapped,__sa_pped_,__s@pt__,0.16,0.16
4175,saps,__sa_ps___,__s@ps__,0.69,0.69
4176,sash,__sa_sh___,__s@S___,1.14,1.14
4177,sass,__sa_ss___,__s@s___,0.92,0.92
4178,sat,__sa_t____,__s@t___,28.61,28.61
4179,sate,__sa_te___,__set___,0.08,0.08
4180,sauce,__sauce___,__sas___,15.59,15.59
4181,save,__sa_ve___,__sev___,162.31,162.31
4182,saved,__sa_ved__,__sevd__,69.76,69.76
4183,saves,__sa_ves__,__sevz__,5.16,5.16
4184,saw,__saw_____,__sa____,402.49,402.49
4185,sax,__sa_x____,__s@ks__,1.25,1.25
4186,say,__say_____,__se____,1639.78,1639.78
4187,says,__says____,__sEz___,320.71,320.71
4188,scab,_sca_b____,_sk@b___,0.63,0.63
4189,scabbed,_sca_bbed_,_sk@bd__,0.02,0.02
4190,scabs,_sca_bs___,_sk@bz__,0.31,0.31
4191,scads,_sca_ds___,_sk@dz__,0.24,0.24
4192,scald,_sca_ld___,_skald__,0.27,0.27
4193,scalds,_sca_lds__,_skaldz_,0.02,0.02
4194,scale,_sca_le___,_skel___,9.51,9.51
4195,scales,_sca_les__,_skelz__,2.02,2.02
4196,scalp,_sca_lp___,_sk@lp__,3.69,3.69
4197,scalps,_sca_lps__,_sk@lps_,0.61,0.61
4198,scamp,_sca_mp___,_sk@mp__,1.76,1.76
4199,scan,_sca_n____,_sk@n___,9.41,9.41
4200,scanned,_sca_nned_,_sk@nd__,1.55,1.55
4201,scans,_sca_ns___,_sk@nz__,1.67,1.67
4202,scant,_sca_nt___,_sk@nt__,0.24,0.24
4203,scar,_sca_r____,_skar___,8.47,8.47
4204,scarce,_sca_rce__,_skErs__,1.71,1.71
4205,scare,_sca_re___,_skEr___,33.57,33.57
4206,scared,_sca_red__,_skErd__,133.39,133.39
4207,scares,_sca_res__,_skErz__,8.53,8.53
4208,scarf,_sca_rf___,_skarf__,4.69,4.69
4209,scarp,_sca_rp___,_skarp__,0.0,0.0
4210,scars,_sca_rs___,_skarz__,4.39,4.39
4211,scarves,_sca_rves_,_skarvz_,0.61,0.61
4212,scat,_sca_t____,_sk@t___,1.27,1.27
4213,scene,_sce_ne___,__sin___,74.65,74.65
4214,scenes,_sce_nes__,__sinz__,8.39,8.39
4215,scent,_sce_nt___,__sEnt__,5.96,5.96
4216,scents,_sce_nts__,__sEnts_,0.31,0.31
4217,scheme,sche_me___,_skim___,7.25,7.25
4218,schemes,sche_mes__,_skimz__,1.76,1.76
4219,schist,schi_st___,_skIst__,0.39,0.39
4220,school,school____,_skul___,333.12,333.12
4221,schools,schools___,_skulz__,14.0,14.0
4222,scoff,_sco_ff___,_skaf___,0.41,0.41
4223,scoffed,_sco_ffed_,_sk@ft__,0.22,0.22
4224,scoffs,_sco_ffs__,_skafs__,1.53,1.53
4225,scold,_sco_ld___,_skold__,1.31,1.31
4226,scolds,_sco_lds__,_skoldz_,0.04,0.04
4227,sconce,_sco_nce__,_skans__,0.16,0.16
4228,scone,_sco_ne___,_skon___,0.49,0.49
4229,scones,_sco_nes__,_skonz__,0.78,0.78
4230,scoop,_scoop____,_skup___,5.67,5.67
4231,scooped,_scooped__,_skupt__,0.88,0.88
4232,scoops,_scoops___,_skups__,1.02,1.02
4233,scoot,_scoot____,_skut___,2.98,2.98
4234,scoots,_scoots___,_skuts__,0.06,0.06
4235,scope,_sco_pe___,_skop___,5.61,5.61
4236,scopes,_sco_pes__,_skops__,0.49,0.49
4237,scorch,_sco_rch__,_skorC__,0.47,0.47
4238,scorched,_sco_rched,_skorCt_,0.75,0.75
4239,score,_sco_re___,_skor___,30.43,30.43
4240,scores,_sco_res__,_skorz__,8.27,8.27
4241,scorn,_sco_rn___,_skorn__,1.16,1.16
4242,scorns,_sco_rns__,_skornz_,0.24,0.24
4243,scot,_sco_t____,_skat___,0.0,0.0
4244,scotch,_sco_tch__,_skatC__,0.0,0.0
4245,scots,_sco_ts___,_skats__,0.0,0.0
4246,scour,_scour____,_skWr___,0.61,0.61
4247,scoured,_scoured__,_skWrd__,0.35,0.35
4248,scourge,_scourge__,_sk^rJ__,1.31,1.31
4249,scours,_scours___,_skWrz__,0.04,0.02
4250,scours,_scours___,_skWrz__,0.04,0.02
4251,scout,_scout____,_skWt___,12.88,12.88
4252,scouts,_scouts___,_skWts__,5.47,5.47
4253,scow,_scow_____,_skW____,0.33,0.33
4254,scowl,_scowl____,_skWl___,0.51,0.51
4255,scowled,_scowled__,_skWld__,0.0,0.0
4256,scowls,_scowls___,_skWlz__,0.0,0.0
4257,scram,scra_m____,skr@m___,3.51,3.51
4258,scrap,scra_p____,skr@p___,4.37,4.37
4259,scrape,scra_pe___,skrep___,4.12,4.12
4260,scraped,scra_ped__,skrept__,1.29,1.29
4261,scrapes,scra_pes__,skreps__,0.92,0.92
4262,scraps,scra_ps___,skr@ps__,2.04,2.04
4263,scratch,scra_tch__,skr@tC__,18.84,18.84
4264,scratched,scra_tched,skr@tCt_,4.47,4.47
4265,scrawl,scrawl____,skral___,0.24,0.24
4266,scrawled,scrawled__,skrald__,0.16,0.16
4267,scrawls,scrawls___,skralz__,0.02,0.02
4268,scream,scream____,skrim___,26.41,26.41
4269,screamed,screamed__,skrimd__,4.84,4.84
4270,screams,screams___,skrimz__,16.9,16.9
4271,scree,scree_____,skri____,0.04,0.04
4272,screech,screech___,skriC___,6.24,6.24
4273,screed,screed____,skrid___,0.0,0.0
4274,screen,screen____,skrin___,23.39,23.39
4275,screens,screens___,skrinz__,1.82,1.82
4276,screw,screw_____,skru____,37.49,37.49
4277,screws,screws____,skruz___,3.49,3.49
4278,scribe,scri_be___,skrAb___,0.25,0.25
4279,scrim,scri_m____,skrIm___,0.0,0.0
4280,scrimp,scri_mp___,skrImp__,0.12,0.12
4281,scrims,scri_ms___,skrImz__,0.0,0.0
4282,scrip,scri_p____,skrIp___,0.71,0.71
4283,script,scri_pt___,skrIpt__,19.61,19.61
4284,scripts,scri_pts__,skrIpts_,2.33,2.33
4285,scrounge,scrounge__,skrWnJ__,0.88,0.88
4286,scrub,scru_b____,skr^b___,6.24,6.24
4287,scrubbed,scru_bbed_,skr^bd__,1.53,1.53
4288,scrubs,scru_bs___,skr^bz__,0.71,0.71
4289,scruff,scru_ff___,skr^f___,0.24,0.24
4290,scrum,scru_m____,skr^m___,0.1,0.1
4291,scrunch,scru_nch__,skr^nC__,0.22,0.22
4292,scud,_scu_d____,_sk^d___,0.61,0.61
4293,scuff,_scu_ff___,_sk^f___,0.45,0.45
4294,scuffed,_scu_ffed_,_sk^ft__,0.22,0.22
4295,scuffs,_scu_ffs__,_sk^fs__,0.12,0.12
4296,scum,_scu_m____,_sk^m___,9.9,9.9
4297,scurf,_scu_rf___,_sk^rf__,0.02,0.02
4298,scut,_scu_t____,_sk^t___,0.37,0.37
4299,sea,__sea_____,__si____,59.84,59.84
4300,seal,__seal____,__sil___,14.75,14.75
4301,sealed,__sealed__,__sild__,9.75,9.75
4302,seals,__seals___,__silz__,2.73,2.73
4303,seam,__seam____,__sim___,0.65,0.65
4304,seams,__seams___,__simz__,1.33,1.33
4305,sear,__sear____,__sir___,0.22,0.22
4306,search,__search__,__s^rC__,48.37,48.37
4307,seas,__seas____,__siz___,4.37,4.37
4308,seat,__seat____,__sit___,78.78,78.78
4309,seats,__seats___,__sits__,21.76,21.76
4310,sect,__se_ct___,__sEkt__,0.73,0.73
4311,sects,__se_cts__,__sEkts_,0.25,0.25
4312,sedge,__se_dge__,__sEJ___,0.12,0.12
4313,see,__see_____,__si____,2556.73,2556.73
4314,seed,__seed____,__sid___,7.57,7.57
4315,seeds,__seeds___,__sidz__,4.47,4.47
4316,seek,__seek____,__sik___,18.31,18.31
4317,seeks,__seeks___,__siks__,2.86,2.86
4318,seem,__seem____,__sim___,139.82,139.82
4319,seemed,__seemed__,__simd__,54.25,54.25
4320,seems,__seems___,__simz__,167.55,167.55
4321,seep,__seep____,__sip___,0.18,0.18
4322,seeped,__seeped__,__sipt__,0.1,0.1
4323,seeps,__seeps___,__sips__,0.16,0.16
4324,seer,__seer____,__sir___,1.47,1.47
4325,seers,__seers___,__sirz__,0.25,0.25
4326,sees,__sees____,__siz___,37.24,37.24
4327,seize,__seize___,__siz___,4.82,4.82
4328,seized,__seized__,__sizd__,2.53,2.53
4329,self,__se_lf___,__sElf__,14.16,14.16
4330,sell,__se_ll___,__sEl___,92.25,92.25
4331,sells,__se_lls__,__sElz__,7.12,7.12
4332,selves,__se_lves_,__sElvz_,1.22,1.22
4333,sen,__se_n____,__sEn___,1.41,1.41
4334,send,__se_nd___,__sEnd__,179.78,179.78
4335,sends,__se_nds__,__sEndz_,11.47,11.47
4336,sens,__se_ns___,__sEnz__,0.0,0.0
4337,sense,__se_nse__,__sEns__,131.8,131.8
4338,sent,__se_nt___,__sEnt__,138.0,138.0
4339,serf,__se_rf___,__s^rf__,0.18,0.18
4340,serfs,__se_rfs__,__s^rfs_,0.31,0.31
